,0,1,2,3
104,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,1795,1718,32.63
105,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,1795,2253,31.47833333333333
106,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,1795,2254,29.19333333333333
107,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,1795,2256,29.936666666666667
108,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,1795,2257,28.715
109,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,1795,2258,31.083333333333332
110,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,519,27.0
111,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,521,28.0
112,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,522,29.0
113,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,1711,27.0
114,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,1718,32.63
115,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,1830,55.245
116,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,1831,52.861666666666665
117,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,2253,31.47833333333333
118,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,2254,29.19333333333333
119,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,2256,29.936666666666667
120,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,2257,28.715
121,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,2258,31.083333333333332
122,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,2259,33.485
123,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2629,2260,51.0
124,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,519,27.0
125,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,521,28.0
126,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,522,29.0
127,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,1711,27.0
128,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,1718,32.63
129,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,1830,55.245
130,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,1831,52.861666666666665
131,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,2253,31.47833333333333
132,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,2254,29.19333333333333
133,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,2256,29.936666666666667
134,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,2257,28.715
135,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,2258,31.083333333333332
136,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,2259,33.485
137,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2633,2260,51.0
138,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,519,27.0
139,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,521,28.0
140,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,522,29.0
141,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,1711,27.0
142,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,1718,32.63
143,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,1830,55.245
144,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,1831,52.861666666666665
145,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,2253,31.47833333333333
146,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,2254,29.19333333333333
147,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,2256,29.936666666666667
148,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,2257,28.715
149,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,2258,31.083333333333332
150,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,2259,33.485
151,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,2634,2260,51.0
152,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,519,27.0
153,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,521,28.0
154,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,522,29.0
155,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,1711,27.0
156,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,1718,32.63
157,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,2253,31.47833333333333
158,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,2254,29.19333333333333
159,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,2256,29.936666666666667
160,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,2257,28.715
161,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7051,2258,31.083333333333332
162,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,521,49.715
163,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,1717,49.0
164,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,1718,50.0
165,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,1720,51.0
166,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,1830,55.245
167,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,1831,52.861666666666665
168,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,2256,48.0
169,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,2257,49.0
170,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,2258,50.0
171,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,2259,50.0
172,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,7080,2260,51.0
173,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,519,27.0
174,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,521,28.0
175,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,522,29.0
176,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,1711,27.0
177,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,1718,32.63
178,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,1830,55.245
179,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,1831,52.861666666666665
180,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,2253,31.47833333333333
181,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,2254,29.19333333333333
182,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,2256,29.936666666666667
183,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,2257,28.715
184,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,2258,31.083333333333332
185,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,2259,33.485
186,e73a45d9-8a9c-485c-807a-cbcfa97e9cfd,9812,2260,51.0
187,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85092,85092,0.0
188,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85092,85094,34.0
189,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85092,85146,0.9416666666666667
190,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85094,85092,94.94166666666666
191,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85094,85094,0.0
192,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85094,85145,94.0
193,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85094,85146,94.0
194,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85145,85092,34.94166666666667
195,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85145,85094,94.0
196,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85145,85145,0.0
197,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85145,85146,34.0
198,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85146,85092,0.9416666666666667
199,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85146,85094,34.0
200,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85146,85145,94.0
201,5d4a942d-40f7-46a0-aa02-3dcb5e8e5ba9,85146,85146,0.0
202,1cfb939b-face-491d-999a-67d291d9e28f,1364,7309,480.0
203,1cfb939b-face-491d-999a-67d291d9e28f,1617,7309,480.0
204,1607161c-cadc-4043-b3be-04166298e5c5,85097,85092,34.94166666666667
205,1607161c-cadc-4043-b3be-04166298e5c5,85097,85145,34.0
206,1607161c-cadc-4043-b3be-04166298e5c5,85097,85146,34.0
207,1607161c-cadc-4043-b3be-04166298e5c5,85098,85092,94.94166666666666
208,1607161c-cadc-4043-b3be-04166298e5c5,85098,85145,94.0
209,1607161c-cadc-4043-b3be-04166298e5c5,85098,85146,94.0
210,1607161c-cadc-4043-b3be-04166298e5c5,85140,85092,34.94166666666667
211,1607161c-cadc-4043-b3be-04166298e5c5,85140,85094,94.0
212,1607161c-cadc-4043-b3be-04166298e5c5,85140,85145,34.0
213,1607161c-cadc-4043-b3be-04166298e5c5,85140,85146,34.0
214,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85092,85091,91.0
215,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85092,85200,36.0
216,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85092,85201,37.0
217,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85092,85206,40.37833333333333
218,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85092,85207,38.035
219,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85094,85200,96.0
220,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85094,85201,97.0
221,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85094,85206,100.37833333333334
222,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85094,85207,98.03500000000001
223,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85145,85091,91.0
224,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85145,85200,36.0
225,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85145,85201,37.0
226,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85145,85206,40.37833333333333
227,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85145,85207,38.035
228,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85146,85091,91.0
229,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85146,85200,36.0
230,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85146,85201,37.0
231,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85146,85206,40.37833333333333
232,65a35704-058a-44c6-8b4f-31e2dc5e7db2,85146,85207,38.035
233,c9afd67c-f36a-48f7-897c-5be85d88bc10,85091,85097,37.0
234,c9afd67c-f36a-48f7-897c-5be85d88bc10,85091,85098,38.0
235,c9afd67c-f36a-48f7-897c-5be85d88bc10,85091,85140,38.934999999999995
236,c9afd67c-f36a-48f7-897c-5be85d88bc10,85200,85097,97.0
237,c9afd67c-f36a-48f7-897c-5be85d88bc10,85200,85098,98.0
238,c9afd67c-f36a-48f7-897c-5be85d88bc10,85200,85140,98.935
239,c9afd67c-f36a-48f7-897c-5be85d88bc10,85201,85097,37.0
240,c9afd67c-f36a-48f7-897c-5be85d88bc10,85201,85098,38.0
241,c9afd67c-f36a-48f7-897c-5be85d88bc10,85201,85140,38.934999999999995
242,c9afd67c-f36a-48f7-897c-5be85d88bc10,85206,85097,37.0
243,c9afd67c-f36a-48f7-897c-5be85d88bc10,85206,85098,38.0
244,c9afd67c-f36a-48f7-897c-5be85d88bc10,85206,85140,38.934999999999995
245,c9afd67c-f36a-48f7-897c-5be85d88bc10,85207,85097,37.0
246,c9afd67c-f36a-48f7-897c-5be85d88bc10,85207,85098,38.0
247,c9afd67c-f36a-48f7-897c-5be85d88bc10,85207,85140,38.934999999999995
248,cf2b3e98-18a8-4798-ab7b-24e90cc64a09,7309,4370,557.215
249,cf2b3e98-18a8-4798-ab7b-24e90cc64a09,7309,5226,555.7816666666666
250,cf2b3e98-18a8-4798-ab7b-24e90cc64a09,7309,7057,555.0
251,cf2b3e98-18a8-4798-ab7b-24e90cc64a09,7309,7074,556.7666666666667
252,359849b3-7b90-4a4e-b5fd-940102d961da,5354,7309,520.0
253,359849b3-7b90-4a4e-b5fd-940102d961da,7057,7309,480.0
254,359849b3-7b90-4a4e-b5fd-940102d961da,7074,7309,480.0
255,dddab4bb-5c98-4d94-805e-572a971053db,85097,4385,39.0
256,dddab4bb-5c98-4d94-805e-572a971053db,85097,85098,38.0
257,dddab4bb-5c98-4d94-805e-572a971053db,85097,85099,38.0
258,dddab4bb-5c98-4d94-805e-572a971053db,85097,85100,39.038333333333334
259,dddab4bb-5c98-4d94-805e-572a971053db,85097,85138,41.64333333333333
260,dddab4bb-5c98-4d94-805e-572a971053db,85097,85139,39.144999999999996
261,dddab4bb-5c98-4d94-805e-572a971053db,85097,85349,41.07
262,dddab4bb-5c98-4d94-805e-572a971053db,85097,85350,59.0
263,dddab4bb-5c98-4d94-805e-572a971053db,85097,85376,60.919999999999995
264,dddab4bb-5c98-4d94-805e-572a971053db,85097,85377,41.376666666666665
265,dddab4bb-5c98-4d94-805e-572a971053db,85098,4385,39.0
266,dddab4bb-5c98-4d94-805e-572a971053db,85098,85098,0.0
267,dddab4bb-5c98-4d94-805e-572a971053db,85098,85099,38.0
268,dddab4bb-5c98-4d94-805e-572a971053db,85098,85100,39.038333333333334
269,dddab4bb-5c98-4d94-805e-572a971053db,85098,85138,41.64333333333333
270,dddab4bb-5c98-4d94-805e-572a971053db,85098,85139,39.144999999999996
271,dddab4bb-5c98-4d94-805e-572a971053db,85098,85349,41.07
272,dddab4bb-5c98-4d94-805e-572a971053db,85098,85350,59.0
273,dddab4bb-5c98-4d94-805e-572a971053db,85098,85376,60.919999999999995
274,dddab4bb-5c98-4d94-805e-572a971053db,85098,85377,41.376666666666665
275,dddab4bb-5c98-4d94-805e-572a971053db,85140,4385,39.0
276,dddab4bb-5c98-4d94-805e-572a971053db,85140,85098,38.0
277,dddab4bb-5c98-4d94-805e-572a971053db,85140,85099,38.0
278,dddab4bb-5c98-4d94-805e-572a971053db,85140,85100,39.038333333333334
279,dddab4bb-5c98-4d94-805e-572a971053db,85140,85138,41.64333333333333
280,dddab4bb-5c98-4d94-805e-572a971053db,85140,85139,39.144999999999996
281,dddab4bb-5c98-4d94-805e-572a971053db,85140,85349,41.07
282,dddab4bb-5c98-4d94-805e-572a971053db,85140,85350,59.0
283,dddab4bb-5c98-4d94-805e-572a971053db,85140,85376,60.919999999999995
284,dddab4bb-5c98-4d94-805e-572a971053db,85140,85377,41.376666666666665
285,a3347651-c2b0-4d6c-a8db-4e736a476270,7309,7309,0.0
286,2f0d7a13-957c-41fb-a8d5-4aea37c42d74,7309,7311,485.0
287,219d4fa2-e265-4d88-83b2-ad23561f9afc,7308,7309,480.0
288,065c6b9a-786c-47a1-8ffd-080c5d80c066,4710,4710,0.0
289,065c6b9a-786c-47a1-8ffd-080c5d80c066,4710,8912,24.391666666666666
290,065c6b9a-786c-47a1-8ffd-080c5d80c066,4710,8913,1.5966666666666667
291,065c6b9a-786c-47a1-8ffd-080c5d80c066,8912,4710,18.596666666666668
292,065c6b9a-786c-47a1-8ffd-080c5d80c066,8912,8912,0.0
293,065c6b9a-786c-47a1-8ffd-080c5d80c066,8912,8913,17.0
294,065c6b9a-786c-47a1-8ffd-080c5d80c066,8913,4710,1.5966666666666667
295,065c6b9a-786c-47a1-8ffd-080c5d80c066,8913,8912,24.391666666666666
296,065c6b9a-786c-47a1-8ffd-080c5d80c066,8913,8913,0.0
297,065c6b9a-786c-47a1-8ffd-080c5d80c066,8928,4710,18.596666666666668
298,065c6b9a-786c-47a1-8ffd-080c5d80c066,8928,8912,2.3916666666666666
299,065c6b9a-786c-47a1-8ffd-080c5d80c066,8928,8913,17.0
300,56374f8d-539c-4b55-b7df-14d7200a7a4c,4710,1364,48.0
301,56374f8d-539c-4b55-b7df-14d7200a7a4c,4710,1617,49.97666666666667
302,56374f8d-539c-4b55-b7df-14d7200a7a4c,4710,1641,477.0
303,56374f8d-539c-4b55-b7df-14d7200a7a4c,8912,1364,48.0
304,56374f8d-539c-4b55-b7df-14d7200a7a4c,8912,1617,49.97666666666667
305,56374f8d-539c-4b55-b7df-14d7200a7a4c,8912,1641,477.0
306,56374f8d-539c-4b55-b7df-14d7200a7a4c,8912,7312,462.0
307,56374f8d-539c-4b55-b7df-14d7200a7a4c,8913,1364,48.0
308,56374f8d-539c-4b55-b7df-14d7200a7a4c,8913,1617,49.97666666666667
309,56374f8d-539c-4b55-b7df-14d7200a7a4c,8913,1641,477.0
310,a9e9f5f7-9640-4d2c-9613-1d980a2a5d54,1364,7308,476.0
311,a9e9f5f7-9640-4d2c-9613-1d980a2a5d54,1364,7311,485.0
312,a9e9f5f7-9640-4d2c-9613-1d980a2a5d54,1617,7308,476.0
313,a9e9f5f7-9640-4d2c-9613-1d980a2a5d54,1617,7311,485.0
314,14eb33fa-577a-420f-b524-5fbcad87b226,7308,7309,480.0
315,f8a6614e-dd6b-4a1c-b5ba-36ef3f8b9134,7309,7311,485.0
316,683276a1-c5a4-4b6e-bd47-ebb275498b14,4710,7309,480.0
317,9e4c8b6c-b637-470c-a9c1-282a37e99348,11034,11035,59.39
318,9e4c8b6c-b637-470c-a9c1-282a37e99348,11034,11125,57.0
319,9e4c8b6c-b637-470c-a9c1-282a37e99348,11034,11157,59.0
320,9e4c8b6c-b637-470c-a9c1-282a37e99348,11034,11172,59.37166666666667
321,9e4c8b6c-b637-470c-a9c1-282a37e99348,11034,11182,60.65
322,9e4c8b6c-b637-470c-a9c1-282a37e99348,11036,11035,59.39
323,9e4c8b6c-b637-470c-a9c1-282a37e99348,11036,11125,57.0
324,9e4c8b6c-b637-470c-a9c1-282a37e99348,11036,11157,59.0
325,9e4c8b6c-b637-470c-a9c1-282a37e99348,11036,11172,59.37166666666667
326,9e4c8b6c-b637-470c-a9c1-282a37e99348,11036,11182,60.65
327,9e4c8b6c-b637-470c-a9c1-282a37e99348,11091,11035,59.39
328,9e4c8b6c-b637-470c-a9c1-282a37e99348,11091,11125,57.0
329,9e4c8b6c-b637-470c-a9c1-282a37e99348,11091,11157,59.0
330,9e4c8b6c-b637-470c-a9c1-282a37e99348,11091,11172,59.37166666666667
331,9e4c8b6c-b637-470c-a9c1-282a37e99348,11091,11182,60.65
332,9e4c8b6c-b637-470c-a9c1-282a37e99348,11199,11035,59.39
333,9e4c8b6c-b637-470c-a9c1-282a37e99348,11199,11125,57.0
334,9e4c8b6c-b637-470c-a9c1-282a37e99348,11199,11157,59.0
