from_stop_id,to_stop_id,transfer_type,min_transfer_time
686,1400,2,92.7
686,5242,2,13.2
687,827,2,45.6
688,826,2,69.8
689,825,2,78.7
690,824,2,47.6
699,704,2,55.4
699,3240,2,142.9
699,4703,2,120.2
700,701,2,23.0
701,700,2,23.0
702,703,2,14.2
703,702,2,14.2
704,699,2,55.4
706,815,2,24.1
707,814,2,71.5
708,813,2,20.7
709,812,2,57.8
710,811,2,19.6
716,805,2,88.0
717,804,2,29.5
731,1212,2,53.4
732,789,2,18.0
733,788,2,68.0
734,787,2,65.5
735,786,2,20.1
736,785,2,29.0
737,784,2,19.7
738,783,2,17.9
739,782,2,18.0
740,781,2,17.9
741,780,2,52.2
753,3376,2,148.3
780,741,2,52.2
781,740,2,17.9
782,739,2,18.0
783,738,2,17.9
784,737,2,19.7
785,736,2,29.0
786,735,2,20.1
787,734,2,65.5
788,733,2,68.0
789,732,2,18.0
790,5315,2,146.9
790,5317,2,127.0
795,8005,2,123.0
804,717,2,29.5
804,805,2,140.9
805,716,2,88.0
805,804,2,140.9
806,683,2,121.0
810,4866,2,88.3
811,710,2,19.6
812,709,2,57.8
813,708,2,20.7
814,707,2,71.5
815,706,2,24.1
824,690,2,47.6
825,689,2,78.7
826,688,2,69.8
827,687,2,45.6
829,685,2,13.1
829,1400,2,113.5
832,3811,2,116.5
834,856,2,51.1
835,854,2,47.3
835,855,2,118.9
835,859,2,127.0
836,853,2,96.3
836,854,2,149.3
836,859,2,76.9
836,969,2,151.1
837,3845,2,93.1
838,851,2,159.5
838,852,2,41.3
840,850,2,8.7
841,581,2,57.0
841,849,2,63.2
842,580,2,26.8
843,579,2,37.2
845,577,2,87.9
845,846,2,146.3
846,576,2,36.5
846,845,2,146.3
847,575,2,26.0
848,574,2,62.2
849,581,2,54.2
849,841,2,63.2
850,840,2,8.7
851,838,2,159.5
852,838,2,41.3
853,836,2,96.3
854,835,2,47.3
854,836,2,149.3
854,859,2,86.3
855,835,2,118.9
856,834,2,51.1
859,835,2,127.0
859,836,2,76.9
859,854,2,86.3
859,969,2,114.1
860,968,2,43.9
861,967,2,71.5
862,966,2,18.5
863,965,2,22.7
864,964,2,31.3
865,963,2,39.9
866,962,2,53.8
867,593,2,119.3
867,960,2,93.9
867,961,2,39.6
869,8003,2,119.3
869,8006,2,30.7
875,4619,2,123.1
880,881,2,118.8
880,2633,2,59.7
881,880,2,118.8
881,941,2,139.2
883,940,2,57.6
883,1795,2,57.5
884,938,2,13.3
885,887,2,31.8
885,906,2,66.1
885,7097,2,112.1
885,7098,2,37.5
886,8045,2,48.3
887,885,2,31.8
887,906,2,35.1
887,7097,2,90.4
887,7098,2,60.0
888,934,2,93.5
888,935,2,59.6
890,933,2,15.4
891,932,2,42.4
894,929,2,43.1
895,896,2,163.1
895,927,2,149.7
895,928,2,13.5
896,895,2,163.1
896,927,2,21.3
896,928,2,160.1
897,925,2,29.7
898,923,2,151.0
898,924,2,13.8
899,900,2,155.4
899,923,2,30.2
900,899,2,155.4
900,903,2,149.3
900,922,2,20.3
900,3652,2,89.3
901,3654,2,25.4
902,3652,2,159.1
902,3653,2,57.3
903,900,2,149.3
903,922,2,130.6
903,3651,2,63.0
904,3651,2,113.4
905,3650,2,26.6
906,885,2,66.1
906,887,2,35.1
906,7097,2,65.6
906,7098,2,86.6
909,1979,2,29.9
910,911,2,161.0
910,1978,2,50.2
911,910,2,161.0
911,1977,2,76.4
911,1978,2,112.4
912,1976,2,45.3
913,1975,2,134.2
913,1980,2,31.1
914,1975,2,50.4
915,916,2,124.6
915,4124,2,24.5
916,915,2,124.6
916,917,2,101.1
916,4122,2,153.6
916,4124,2,148.8
917,916,2,101.1
917,4122,2,52.8
918,4122,2,156.9
918,5312,2,64.4
919,3655,2,64.5
919,3725,2,82.9
919,5312,2,135.2
919,5342,2,33.9
922,900,2,20.3
922,903,2,130.6
922,3652,2,90.8
923,898,2,151.0
923,899,2,30.2
923,924,2,145.8
924,898,2,13.8
924,923,2,145.8
925,897,2,29.7
927,895,2,149.7
927,896,2,21.3
927,928,2,145.3
928,895,2,13.5
928,896,2,160.1
928,927,2,145.3
929,894,2,43.1
929,930,2,158.7
930,929,2,158.7
930,931,2,118.4
931,930,2,118.4
931,5349,2,113.9
932,891,2,42.4
933,890,2,15.4
934,888,2,93.5
934,935,2,134.1
935,888,2,59.6
935,934,2,134.1
938,884,2,13.3
940,883,2,57.6
940,1795,2,69.7
941,881,2,139.2
950,951,2,35.7
951,950,2,35.7
952,953,2,111.8
953,952,2,111.8
954,955,2,106.2
955,954,2,106.2
960,593,2,38.8
960,867,2,93.9
960,961,2,127.9
961,593,2,157.0
961,867,2,39.6
961,960,2,127.9
962,866,2,53.8
963,865,2,39.9
964,864,2,31.3
965,863,2,22.7
966,862,2,18.5
967,861,2,71.5
968,860,2,43.9
969,836,2,151.1
969,859,2,114.1
971,1063,2,152.5
971,7017,2,135.2
971,7032,2,45.8
973,974,2,143.7
974,973,2,143.7
974,1061,2,162.1
975,1060,2,163.5
976,229,2,94.5
976,1058,2,22.7
976,1059,2,108.0
976,1923,2,149.3
976,1924,2,131.5
977,1056,2,15.5
978,1055,2,18.1
979,1054,2,60.8
980,1053,2,29.7
981,1052,2,19.3
982,1051,2,139.2
983,1051,2,66.7
984,1049,2,128.7
984,1050,2,51.5
985,1048,2,98.6
985,1049,2,46.5
986,1047,2,19.0
987,1046,2,27.0
988,1045,2,34.8
989,1044,2,21.3
989,1045,2,153.8
990,1043,2,31.9
992,1041,2,16.8
993,1040,2,48.9
994,1039,2,40.3
995,1036,2,146.0
995,1037,2,21.0
997,6101,2,104.5
998,1035,2,80.4
999,1034,2,34.7
1000,249,2,60.6
1000,1033,2,18.8
1001,1032,2,22.1
1002,1031,2,38.4
1003,1030,2,65.2
1004,1015,2,17.4
1005,1028,2,35.9
1006,1027,2,42.2
1007,1026,2,17.7
1008,450,2,150.6
1008,1009,2,129.6
1008,1024,2,32.8
1009,1008,2,129.6
1009,1023,2,54.6
1009,1024,2,136.7
1010,1022,2,13.4
1011,4152,2,72.6
1012,4151,2,76.9
1013,4150,2,139.1
1014,2186,2,57.7
1014,2328,2,117.7
1014,4149,2,95.6
1014,4150,2,107.3
1015,1004,2,17.4
1016,4148,2,52.7
1017,4147,2,47.1
1022,1010,2,13.4
1023,1009,2,54.6
1024,1008,2,32.8
1024,1009,2,136.7
1025,450,2,57.1
1026,1007,2,17.7
1026,1027,2,158.5
1027,1006,2,42.2
1027,1026,2,158.5
1028,1005,2,35.9
1029,465,2,79.6
1029,2331,2,61.0
1029,2357,2,67.3
1030,1003,2,65.2
1031,1002,2,38.4
1032,1001,2,22.1
1033,249,2,77.5
1033,1000,2,18.8
1034,999,2,34.7
1035,998,2,80.4
1036,995,2,146.0
1036,6101,2,89.1
1037,995,2,21.0
1039,994,2,40.3
1040,993,2,48.9
1041,992,2,16.8
1042,1043,2,146.3
1043,990,2,31.9
1043,1042,2,146.3
1044,989,2,21.3
1044,1045,2,163.3
1045,988,2,34.8
1045,989,2,153.8
1045,1044,2,163.3
1046,987,2,27.0
1047,986,2,19.0
1048,985,2,98.6
1048,1049,2,141.1
1049,984,2,128.7
1049,985,2,46.5
1049,1048,2,141.1
1050,984,2,51.5
1051,982,2,139.2
1051,983,2,66.7
1052,981,2,19.3
1053,980,2,29.7
1054,979,2,60.8
1055,978,2,18.1
1056,977,2,15.5
1057,1069,2,19.3
1057,1070,2,39.6
1057,3327,2,148.6
1058,229,2,101.7
1058,976,2,22.7
1058,1059,2,128.8
1058,1923,2,159.2
1058,1924,2,138.7
1059,229,2,158.5
1059,230,2,147.4
1059,976,2,108.0
1059,1058,2,128.8
1059,1923,2,101.0
1060,975,2,163.5
1061,974,2,162.1
1061,1062,2,139.7
1062,1061,2,139.7
1063,971,2,152.5
1063,1782,2,42.2
1063,7017,2,43.7
1063,7032,2,129.2
1065,1135,2,121.5
1065,1136,2,147.0
1065,7039,2,116.8
1069,1057,2,19.3
1069,1070,2,20.3
1069,3327,2,134.6
1070,1057,2,39.6
1070,1069,2,20.3
1070,3327,2,121.2
1071,1378,2,57.3
1071,1465,2,81.4
1074,1131,2,19.0
1075,1130,2,30.1
1076,1129,2,17.6
1077,1128,2,17.7
1086,2646,2,101.0
1087,2643,2,102.1
1088,2644,2,61.0
1090,1395,2,67.3
1091,1393,2,142.7
1091,1394,2,61.0
1092,1392,2,66.8
1093,1391,2,28.6
1094,1390,2,70.2
1096,1166,2,160.1
1096,1167,2,101.2
1096,7006,2,16.9
1096,7043,2,74.1
1097,1166,2,121.3
1098,1165,2,130.7
1099,1164,2,87.3
1100,1163,2,86.6
1102,1162,2,121.6
1102,3185,2,90.2
1102,3900,2,129.7
1103,1161,2,130.4
1104,1160,2,23.5
1105,1159,2,80.3
1105,1531,2,66.9
1105,1555,2,61.5
1106,1158,2,59.4
1107,1649,2,150.3
1107,1674,2,129.0
1108,1156,2,101.2
1109,1155,2,137.0
1109,3081,2,98.3
1110,1154,2,77.1
1111,1153,2,23.5
1112,1152,2,21.8
1114,1150,2,75.7
1115,1149,2,25.5
1116,1148,2,109.3
1127,1646,2,134.6
1128,1077,2,17.7
1129,1076,2,17.6
1130,1075,2,30.1
1131,1074,2,19.0
1133,5257,2,60.1
1134,334,2,126.4
1134,408,2,101.4
1134,628,2,43.2
1134,7009,2,54.1
1134,7040,2,153.1
1135,1065,2,121.5
1135,7039,2,75.3
1136,418,2,156.6
1136,1065,2,147.0
1136,7010,2,65.1
1136,7039,2,133.6
1141,1181,2,63.4
1141,1365,2,76.3
1142,1183,2,64.6
1144,1178,2,36.5
1145,1211,2,162.3
1145,1334,2,127.0
1145,1335,2,150.8
1146,1176,2,27.0
1147,1175,2,107.5
1148,1116,2,109.3
1149,1115,2,25.5
1150,1114,2,75.7
1152,1112,2,21.8
1153,1111,2,23.5
1154,1110,2,77.1
1155,1109,2,137.0
1155,3081,2,87.2
1156,1108,2,101.2
1157,1649,2,84.3
1157,1674,2,71.2
1158,1106,2,59.4
1159,1105,2,80.3
1159,1531,2,66.2
1159,1555,2,55.0
1160,1104,2,23.5
1161,1103,2,130.4
1162,1102,2,121.6
1162,3185,2,100.4
1162,3900,2,112.3
1163,1100,2,86.6
1164,1099,2,87.3
1165,1098,2,130.7
1166,1096,2,160.1
1166,1097,2,121.3
1166,7043,2,120.6
1167,1096,2,101.2
1167,7006,2,89.6
1175,1147,2,107.5
1176,1146,2,27.0
1178,1144,2,36.5
1181,1141,2,63.4
1181,1365,2,81.9
1183,1142,2,64.6
1184,3301,2,124.4
1187,2807,2,110.0
1188,1317,2,83.5
1189,1316,2,67.8
1192,1314,2,121.9
1192,1337,2,117.3
1193,5363,2,82.6
1195,1311,2,88.9
1196,1310,2,141.3
1196,4604,2,127.0
1196,4661,2,88.0
1197,1309,2,136.7
1198,1309,2,72.8
1200,2806,2,68.1
1201,2805,2,100.7
1202,2804,2,87.0
1203,2803,2,111.3
1204,2802,2,115.1
1206,2800,2,147.2
1207,2798,2,142.8
1209,127,2,137.7
1210,1299,2,25.0
1211,1145,2,162.3
1211,1334,2,116.7
1211,1335,2,140.0
1212,731,2,53.4
1216,1302,2,67.6
1217,1301,2,44.7
1218,1300,2,104.0
1220,1298,2,54.9
1222,1296,2,60.1
1223,1295,2,76.2
1224,1294,2,27.1
1225,1293,2,37.6
1226,1292,2,140.0
1226,1354,2,83.5
1226,1489,2,126.1
1227,1228,2,145.2
1228,1227,2,145.2
1228,1290,2,60.5
1229,1289,2,18.1
1230,1288,2,56.1
1231,1287,2,16.8
1232,1286,2,28.9
1234,1284,2,23.0
1236,1282,2,27.1
1237,1281,2,71.2
1238,1280,2,28.7
1239,1279,2,93.2
1240,1278,2,51.5
1241,1277,2,51.3
1242,1276,2,56.0
1243,1275,2,153.8
1244,1274,2,36.3
1245,1273,2,15.0
1246,1272,2,124.8
1247,1271,2,121.1
1247,3078,2,71.2
1247,3092,2,94.9
1248,1270,2,12.3
1249,1269,2,17.8
1250,1268,2,28.2
1251,1267,2,130.9
1251,1524,2,72.0
1252,1266,2,16.6
1253,1265,2,96.6
1254,1263,2,88.9
