from_stop_id,to_stop_id,transfer_type,min_transfer_time
1254,3179,2,94.9
1255,1262,2,38.7
1262,1255,2,38.7
1263,1254,2,88.9
1264,3179,2,115.2
1265,1253,2,96.6
1266,1252,2,16.6
1267,1251,2,130.9
1267,1524,2,76.4
1267,1562,2,161.7
1268,1250,2,28.2
1269,1249,2,17.8
1270,1248,2,12.3
1271,1247,2,121.1
1271,3078,2,74.7
1271,3092,2,84.4
1272,1246,2,124.8
1273,1245,2,15.0
1274,1244,2,36.3
1275,1243,2,153.8
1276,1242,2,56.0
1277,1241,2,51.3
1278,1240,2,51.5
1279,1239,2,93.2
1280,1238,2,28.7
1281,1237,2,71.2
1282,1236,2,27.1
1283,544,2,33.1
1284,1234,2,23.0
1285,3125,2,95.9
1286,1232,2,28.9
1287,1231,2,16.8
1288,1230,2,56.1
1289,1229,2,18.1
1290,1228,2,60.5
1291,1618,2,161.9
1292,1226,2,140.0
1292,1354,2,64.8
1292,1489,2,123.6
1293,1225,2,37.6
1294,1224,2,27.1
1295,1223,2,76.2
1296,1222,2,60.1
1298,1220,2,54.9
1299,1210,2,25.0
1300,1218,2,104.0
1301,1217,2,44.7
1302,1216,2,67.6
1303,1306,2,138.1
1306,1303,2,138.1
1308,2901,2,92.0
1308,3348,2,88.7
1308,3367,2,74.6
1309,1197,2,136.7
1309,1198,2,72.8
1310,1196,2,141.3
1310,4604,2,99.1
1310,4661,2,87.5
1311,1195,2,88.9
1312,1333,2,70.3
1314,1192,2,121.9
1314,1337,2,88.0
1316,1189,2,67.8
1317,1188,2,83.5
1333,1312,2,70.3
1334,1145,2,127.0
1334,1211,2,116.7
1335,1145,2,150.8
1335,1211,2,140.0
1337,1192,2,117.3
1337,1314,2,88.0
1338,1505,2,111.9
1339,1504,2,91.5
1340,1503,2,59.8
1341,1502,2,121.1
1342,1501,2,7.4
1343,1500,2,14.3
1344,1499,2,46.4
1345,1772,2,59.4
1348,1495,2,143.9
1349,1494,2,149.2
1350,1493,2,115.3
1351,1492,2,83.7
1352,2335,2,60.8
1352,2353,2,72.5
1353,1490,2,67.5
1354,1226,2,83.5
1354,1292,2,64.8
1354,1489,2,127.7
1355,3614,2,154.9
1356,3614,2,123.2
1357,1486,2,134.5
1358,1485,2,75.9
1359,1484,2,140.1
1360,1483,2,22.1
1361,1482,2,26.7
1363,1481,2,118.2
1364,1617,2,118.6
1365,1141,2,76.3
1365,1181,2,81.9
1366,1478,2,31.3
1367,1477,2,147.2
1368,1476,2,57.0
1369,1475,2,138.0
1370,1473,2,60.4
1370,1474,2,92.5
1371,1472,2,39.5
1372,1471,2,44.3
1373,1470,2,12.4
1374,1469,2,129.9
1375,1468,2,73.5
1376,1467,2,16.5
1377,1466,2,32.7
1378,1071,2,57.3
1378,1465,2,74.3
1380,1463,2,152.0
1380,1464,2,106.0
1380,3080,2,76.0
1380,3090,2,64.4
1381,1463,2,59.7
1382,1462,2,39.4
1383,1461,2,36.9
1384,1385,2,137.1
1384,1460,2,147.1
1385,1384,2,137.1
1386,1458,2,157.8
1386,1527,2,105.5
1386,1559,2,109.4
1387,1457,2,130.0
1388,1456,2,83.5
1389,1455,2,125.4
1389,3181,2,105.0
1389,3904,2,99.2
1390,1094,2,70.2
1391,1093,2,28.6
1392,1092,2,66.8
1393,1091,2,142.7
1394,1091,2,61.0
1395,1090,2,67.3
1396,3060,2,98.4
1396,3115,2,143.8
1397,1398,2,94.2
1398,1397,2,94.2
1399,3851,2,25.0
1400,685,2,113.7
1400,686,2,92.7
1400,829,2,113.5
1400,5242,2,83.2
1402,626,2,34.8
1404,624,2,72.8
1404,3980,2,65.2
1404,4707,2,79.7
1405,623,2,13.2
1406,622,2,56.0
1406,623,2,163.4
1407,621,2,14.3
1408,620,2,79.1
1409,619,2,70.4
1410,618,2,75.3
1410,8919,2,112.4
1410,8922,2,155.5
1411,617,2,28.6
1412,615,2,152.0
1412,616,2,89.8
1412,3149,2,90.9
1412,3256,2,70.3
1413,615,2,81.5
1414,614,2,83.9
1415,613,2,33.0
1416,611,2,150.3
1416,612,2,142.5
1417,610,2,102.6
1417,611,2,131.5
1418,9922,2,63.3
1419,1420,2,76.6
1420,1419,2,76.6
1421,681,2,130.0
1421,3076,2,95.7
1421,3095,2,80.8
1422,680,2,71.6
1423,679,2,79.0
1424,678,2,51.6
1425,677,2,24.5
1427,676,2,76.8
1428,675,2,24.4
1432,9928,2,87.0
1439,640,2,146.6
1439,3357,2,163.5
1444,1449,2,31.8
1445,1448,2,144.4
1446,1447,2,24.5
1447,1446,2,24.5
1448,1445,2,144.4
1449,1444,2,31.8
1455,1389,2,125.4
1455,3181,2,80.0
1455,3904,2,57.7
1456,1388,2,83.5
1457,1387,2,130.0
1458,1386,2,157.8
1458,1527,2,102.4
1458,1559,2,94.4
1460,1384,2,147.1
1461,1383,2,36.9
1462,1382,2,39.4
1463,1380,2,152.0
1463,1381,2,59.7
1464,1380,2,106.0
1464,3080,2,80.6
1464,3090,2,83.4
1465,1071,2,81.4
1465,1378,2,74.3
1466,1377,2,32.7
1467,1376,2,16.5
1468,1375,2,73.5
1469,1374,2,129.9
1470,1373,2,12.4
1471,1372,2,44.3
1472,1371,2,39.5
1473,1370,2,60.4
1473,1474,2,150.4
1474,1370,2,92.5
1474,1473,2,150.4
1475,1369,2,138.0
1476,1368,2,57.0
1477,1367,2,147.2
1478,1366,2,31.3
1481,1363,2,118.2
1482,1361,2,26.7
1483,1360,2,22.1
1484,1359,2,140.1
1485,1358,2,75.9
1486,1357,2,134.5
1489,1226,2,126.1
1489,1292,2,123.6
1489,1354,2,127.7
1490,1353,2,67.5
1492,1351,2,83.7
1493,1350,2,115.3
1494,1349,2,149.2
1495,1348,2,143.9
1497,5362,2,83.0
1499,1344,2,46.4
1500,1343,2,14.3
1501,1342,2,7.4
1502,1341,2,121.1
1503,1340,2,59.8
1504,1339,2,91.5
1505,1338,2,111.9
1518,630,2,140.7
1518,3074,2,60.1
1519,1597,2,45.8
1520,1596,2,108.5
1521,1566,2,146.5
1522,1565,2,34.4
1523,1564,2,80.0
1524,1251,2,72.0
1524,1267,2,76.4
1525,1561,2,35.8
1526,1560,2,50.2
1527,1386,2,105.5
1527,1458,2,102.4
1527,1559,2,132.0
1528,1558,2,27.7
1529,1557,2,76.5
1530,1556,2,112.6
1531,1105,2,66.9
1531,1159,2,66.2
1531,1555,2,95.2
1533,1553,2,87.4
1534,1552,2,103.5
1535,459,2,95.6
1535,1551,2,80.5
1535,1656,2,62.2
1535,1666,2,100.5
1536,1550,2,150.5
1537,1549,2,136.5
1538,1548,2,39.4
1539,1547,2,69.0
1540,1546,2,140.9
1541,2979,2,52.1
1541,2990,2,104.4
1542,1545,2,77.0
1543,2980,2,135.8
1543,2989,2,103.1
1545,1542,2,77.0
1546,1540,2,140.9
1547,1539,2,69.0
1548,1538,2,39.4
1549,1537,2,136.5
1550,1536,2,150.5
1551,459,2,57.7
1551,1535,2,80.5
1551,1656,2,68.8
1551,1666,2,126.5
1552,1534,2,103.5
1553,1533,2,87.4
1555,1105,2,61.5
1555,1159,2,55.0
1555,1531,2,95.2
1556,1530,2,112.6
1557,1529,2,76.5
1558,1528,2,27.7
1559,1386,2,109.4
1559,1458,2,94.4
1559,1527,2,132.0
1560,1526,2,50.2
1561,1525,2,35.8
1562,1267,2,161.7
1564,1523,2,80.0
1565,1522,2,34.4
1566,1521,2,146.5
1570,265,2,113.2
1576,9933,2,111.8
1596,1520,2,108.5
1597,1519,2,45.8
1602,3142,2,81.5
1603,3141,2,15.5
1604,3140,2,125.5
1604,5205,2,78.1
1605,3139,2,67.0
1606,1964,2,156.6
1606,3138,2,95.4
1607,2207,2,72.2
1607,2302,2,86.8
1607,2303,2,66.3
1607,3137,2,82.8
1608,3136,2,79.0
1609,3135,2,63.3
1610,3134,2,91.0
1612,3131,2,83.0
1613,3130,2,132.7
1617,1364,2,118.6
1618,1291,2,161.9
1619,4712,2,66.0
1635,5271,2,50.7
1646,1127,2,134.6
1646,1677,2,50.3
1648,1675,2,45.2
1649,1107,2,150.3
1649,1157,2,84.3
1649,1673,2,120.4
1649,1674,2,73.7
1650,1672,2,131.8
1650,1673,2,144.5
1651,1672,2,66.1
1652,1671,2,16.6
1653,1670,2,26.4
1654,1669,2,12.5
1655,1668,2,89.6
1656,459,2,116.6
1656,1535,2,62.2
1656,1551,2,68.8
1656,1666,2,58.1
1657,1665,2,86.0
1658,1664,2,24.8
1659,1663,2,28.8
1660,1662,2,33.5
1660,3190,2,148.4
1660,3896,2,131.4
1662,1660,2,33.5
1662,3190,2,116.2
1662,3896,2,119.8
1663,1659,2,28.8
1664,1658,2,24.8
1665,1657,2,86.0
1666,1535,2,100.5
1666,1551,2,126.5
1666,1656,2,58.1
1668,1655,2,89.6
1669,1654,2,12.5
1670,1653,2,26.4
1671,1652,2,16.6
1672,1650,2,131.8
1672,1651,2,66.1
1673,1649,2,120.4
1673,1650,2,144.5
1674,1107,2,129.0
1674,1157,2,71.2
1674,1649,2,73.7
1675,1648,2,45.2
1677,1646,2,50.3
1689,1739,2,24.7
1691,1692,2,128.2
1691,1737,2,97.8
1692,1691,2,128.2
1692,1736,2,161.1
1692,1737,2,31.5
1693,1735,2,138.4
1693,1736,2,45.6
1694,1695,2,135.3
1694,1734,2,100.6
1694,1735,2,47.6
1695,1694,2,135.3
1695,1734,2,41.8
1697,1732,2,24.5
1700,1701,2,137.3
1700,1729,2,77.5
1701,1700,2,137.3
1701,1728,2,75.7
1702,1727,2,119.7
1702,1728,2,122.2
1703,1727,2,70.6
1704,1725,2,129.0
1704,1726,2,152.7
1705,2637,2,132.6
1707,2637,2,126.0
1707,2651,2,105.5
1711,519,2,131.4
1711,2254,2,159.8
1718,2256,2,161.6
1722,1723,2,125.5
1723,1722,2,125.5
1723,2650,2,112.9
1725,1704,2,129.0
1725,2638,2,159.7
1725,5208,2,94.8
1726,1704,2,152.7
1727,1702,2,119.7
1727,1703,2,70.6
1728,1701,2,75.7
1728,1702,2,122.2
1729,1700,2,77.5
1732,1697,2,24.5
1734,1694,2,100.6
1734,1695,2,41.8
1734,1735,2,143.4
1735,1693,2,138.4
1735,1694,2,47.6
1735,1734,2,143.4
1736,1692,2,161.1
1736,1693,2,45.6
1737,1691,2,97.8
1737,1692,2,31.5
1739,1689,2,24.7
1740,369,2,120.7
1740,371,2,57.5
1740,1758,2,142.7
1741,1742,2,102.7
1741,1758,2,45.9
1742,1741,2,102.7
1742,1758,2,145.7
1743,1744,2,137.3
1744,1743,2,137.3
1746,1747,2,124.1
1747,1746,2,124.1
1757,367,2,154.7
1758,371,2,160.6
1758,1740,2,142.7
1758,1741,2,45.9
1758,1742,2,145.7
1772,1345,2,59.4
1775,1776,2,133.7
1776,107,2,38.7
1776,1775,2,133.7
1782,1063,2,42.2
1782,1834,2,163.3
1782,7017,2,84.6
1782,7032,2,153.5
1784,1831,2,156.3
1784,2260,2,147.1
1784,2261,2,86.0
1785,1830,2,162.0
1785,2251,2,45.0
1790,2629,2,117.8
1790,2654,2,124.3
1790,7080,2,125.7
1792,1825,2,101.0
1793,1824,2,36.6
1795,883,2,57.5
1795,940,2,69.7
1795,1821,2,162.6
1796,1820,2,138.8
1796,1821,2,65.2
1797,1819,2,78.9
1798,1818,2,84.7
1798,1913,2,132.3
1807,1839,2,162.2
1807,1904,2,86.7
1807,3722,2,125.7
1808,3720,2,113.9
1808,3721,2,58.0
1809,3720,2,113.8
1810,3719,2,12.0
1811,3717,2,122.3
1811,3718,2,81.2
1818,1798,2,84.7
1818,1913,2,53.4
1818,1930,2,112.2
1819,1797,2,78.9
1820,1796,2,138.8
1821,1795,2,162.6
1821,1796,2,65.2
1824,1793,2,36.6
1825,1792,2,101.0
1825,2629,2,145.9
1825,2634,2,79.4
1826,2654,2,40.6
1830,1785,2,162.0
1830,1831,2,143.0
1830,2251,2,117.5
1830,2252,2,49.4
1831,1784,2,156.3
1831,1830,2,143.0
1831,2260,2,111.7
1834,1782,2,163.3
1835,1836,2,133.4
1836,112,2,159.0
1836,1835,2,133.4
1837,111,2,158.8
1837,7015,2,138.5
1837,7034,2,141.0
1838,324,2,154.1
1838,325,2,101.2
1838,7035,2,151.7
1839,1807,2,162.2
1839,1904,2,116.0
1839,3722,2,74.3
1841,1902,2,15.8
1842,1901,2,15.4
1843,1899,2,56.3
1844,1898,2,162.8
1844,1899,2,140.6
1845,1898,2,48.8
1846,1847,2,148.8
1846,1896,2,142.6
1847,1846,2,148.8
1847,1896,2,25.2
1848,1895,2,68.3
1849,1894,2,13.2
1850,1893,2,35.8
1851,1892,2,101.0
1851,2214,2,137.6
1851,2298,2,84.1
1852,1891,2,94.4
1854,1890,2,60.4
1855,1889,2,123.7
1856,1888,2,65.4
1857,1887,2,65.3
1859,1885,2,125.0
1860,3132,2,102.5
1861,2166,2,128.3
1862,2016,2,108.0
1862,2020,2,152.2
1863,2015,2,31.6
1864,2014,2,96.8
1865,2013,2,20.8
1866,2012,2,26.2
1867,2011,2,23.3
1868,2010,2,32.2
1871,1872,2,99.3
1871,2007,2,116.2
1871,2008,2,65.8
1872,1871,2,99.3
1872,2007,2,23.6
1873,2006,2,26.1
1874,2005,2,45.1
1875,2004,2,70.6
1876,2003,2,56.0
1878,1998,2,145.8
1878,2001,2,78.6
1879,1998,2,121.9
1884,3132,2,148.9
1885,1859,2,125.0
1887,1857,2,65.3
1888,1856,2,65.4
1889,1855,2,123.7
1890,1854,2,60.4
1891,1852,2,94.4
1892,1851,2,101.0
1892,2214,2,117.8
1892,2298,2,97.7
1893,1850,2,35.8
1894,1849,2,13.2
1895,1848,2,68.3
1896,1846,2,142.6
1896,1847,2,25.2
1898,1844,2,162.8
1898,1845,2,48.8
1899,1843,2,56.3
1899,1844,2,140.6
1901,1842,2,15.4
1902,1841,2,15.8
1904,1807,2,86.7
1904,1839,2,116.0
1904,1939,2,95.9
1904,3722,2,125.7
1905,1939,2,132.9
1906,1937,2,150.3
1906,1938,2,36.8
1907,1908,2,140.7
1907,1936,2,93.0
1907,1937,2,88.8
1908,1907,2,140.7
1908,1936,2,48.6
1908,2612,2,148.1
1911,1949,2,42.0
1913,1798,2,132.3
1913,1818,2,53.4
1913,1930,2,79.9
1914,1927,2,140.4
1915,1927,2,110.6
1915,2630,2,75.0
1916,236,2,67.9
1916,2569,2,90.9
1916,2628,2,78.8
1917,235,2,52.3
1918,234,2,84.9
1919,233,2,63.2
1919,1920,2,132.1
1919,2246,2,93.1
1920,233,2,70.8
1920,380,2,159.4
1920,1919,2,132.1
1920,2246,2,56.4
1920,7031,2,158.7
1921,232,2,25.5
1921,7031,2,55.1
1922,230,2,89.2
1922,231,2,36.5
1922,1923,2,137.5
1923,230,2,49.0
1923,976,2,149.3
1923,1058,2,159.2
1923,1059,2,101.0
1923,1922,2,137.5
1924,229,2,37.2
1924,976,2,131.5
1924,1058,2,138.7
1925,227,2,91.0
1926,130,2,104.8
1927,1914,2,140.4
1927,1915,2,110.6
1927,2630,2,69.2
1930,1818,2,112.2
1930,1913,2,79.9
1932,1949,2,138.1
1933,2612,2,26.2
1934,2611,2,13.4
1935,2610,2,75.6
1936,1907,2,93.0
1936,1908,2,48.6
1937,1906,2,150.3
1937,1907,2,88.8
1938,1906,2,36.8
1939,1904,2,95.9
1939,1905,2,132.9
1940,128,2,16.9
1943,5330,2,14.7
1944,1985,2,31.0
1945,1958,2,133.7
1949,1911,2,42.0
1949,1932,2,138.1
1954,1964,2,53.2
1954,3138,2,155.1
1955,1963,2,52.3
1956,1962,2,71.7
1957,1960,2,88.8
1957,1961,2,127.3
1958,1945,2,133.7
1958,1960,2,151.4
1960,1957,2,88.8
1960,1958,2,151.4
1961,1957,2,127.3
1962,1956,2,71.7
1963,1955,2,52.3
1964,1606,2,156.6
1964,1954,2,53.2
1964,3138,2,109.2
1975,913,2,134.2
1975,914,2,50.4
1975,1980,2,162.3
1976,912,2,45.3
1977,911,2,76.4
1978,910,2,50.2
1978,911,2,112.4
1979,909,2,29.9
1980,913,2,31.1
1980,1975,2,162.3
1985,1944,2,31.0
1998,1878,2,145.8
1998,1879,2,121.9
2001,1878,2,78.6
2003,1876,2,56.0
2004,1875,2,70.6
2005,1874,2,45.1
2006,1873,2,26.1
2007,1871,2,116.2
2007,1872,2,23.6
2008,1871,2,65.8
2010,1868,2,32.2
2011,1867,2,23.3
2012,1866,2,26.2
2013,1865,2,20.8
2014,1864,2,96.8
2015,1863,2,31.6
2016,1862,2,108.0
2020,1862,2,152.2
2020,2166,2,133.9
2021,2165,2,68.6
2031,2372,2,102.3
2031,2597,2,151.8
2032,2160,2,147.2
2063,494,2,155.6
2064,493,2,34.3
2064,494,2,140.6
2065,492,2,51.7
2066,491,2,59.7
2067,2068,2,142.0
2067,3827,2,30.2
2068,490,2,120.6
2068,2067,2,142.0
2068,3827,2,155.5
2070,488,2,76.1
2071,487,2,102.1
2160,2032,2,147.2
2165,2021,2,68.6
2166,1861,2,128.3
2166,2020,2,133.9
2173,2174,2,159.9
2174,2173,2,159.9
2180,157,2,75.6
2180,4266,2,119.8
2181,4810,2,66.3
2183,4811,2,111.4
2184,2330,2,50.9
2185,2329,2,80.5
2186,1014,2,57.7
2186,2328,2,148.7
2186,4149,2,116.4
2186,4150,2,78.5
2200,2304,2,48.9
2201,2309,2,122.2
2202,2309,2,104.2
2202,8042,2,92.8
2202,8043,2,147.3
2203,2308,2,12.5
2204,2307,2,27.8
2205,2305,2,134.0
2205,2306,2,19.1
2206,2305,2,70.9
2207,1607,2,72.2
2207,2208,2,149.7
2207,2302,2,35.6
2207,2303,2,97.2
2207,3137,2,65.9
2208,2207,2,149.7
2208,2302,2,117.5
2209,2301,2,29.7
2210,2301,2,138.3
2211,2212,2,160.4
2211,2300,2,34.3
2212,2211,2,160.4
2212,2299,2,8.2
2213,2298,2,114.0
2214,1851,2,137.6
2214,1892,2,117.8
2215,2297,2,10.5
2216,2296,2,81.7
2217,2295,2,139.0
2217,2670,2,80.7
2217,2671,2,121.0
2217,2704,2,46.3
2218,2293,2,25.9
2218,2294,2,157.7
2220,2292,2,14.0
2220,2587,2,70.8
2220,2607,2,41.7
2221,2290,2,158.5
2221,2291,2,98.8
2222,2290,2,40.3
2223,2289,2,62.0
2224,2287,2,96.1
2225,2286,2,18.1
2226,2285,2,53.3
2227,2284,2,44.9
2228,2283,2,19.7
2229,2282,2,63.9
2229,2346,2,103.7
2229,6100,2,110.6
2230,2280,2,161.5
2230,2281,2,25.9
2231,2280,2,93.6
2232,2279,2,28.3
2233,2277,2,73.7
2233,2278,2,91.4
2233,8303,2,147.6
2234,2277,2,143.0
2234,8303,2,92.0
2235,2276,2,95.6
2235,2502,2,147.7
2236,2275,2,25.2
2237,2273,2,36.5
2238,2272,2,52.5
2239,2271,2,121.4
2240,2271,2,133.5
2241,7019,2,78.1
2241,7030,2,59.9
2242,2243,2,137.5
2243,2242,2,137.5
2244,411,2,96.1
2245,380,2,61.4
2246,233,2,51.3
2246,1919,2,93.1
2246,1920,2,56.4
2246,5365,2,141.9
2249,2250,2,148.6
2250,2249,2,148.6
2251,1785,2,45.0
2251,1830,2,117.5
2251,2252,2,145.8
2252,1830,2,49.4
2252,2251,2,145.8
2253,2254,2,137.1
2254,519,2,131.6
2254,1711,2,159.8
2254,2253,2,137.1
2256,521,2,116.2
2256,1718,2,161.6
2256,2257,2,149.9
2257,521,2,42.9
2257,2256,2,149.9
2257,2258,2,142.1
2258,2257,2,142.1
2258,2259,2,144.1
2259,2258,2,144.1
2260,1784,2,147.1
2260,1831,2,111.7
2261,1784,2,86.0
2262,2263,2,139.8
2263,2262,2,139.8
2271,2239,2,121.4
2271,2240,2,133.5
2272,2238,2,52.5
2273,2237,2,36.5
2275,2236,2,25.2
2276,2235,2,95.6
2277,2233,2,73.7
2277,2234,2,143.0
2277,2278,2,159.7
2277,8303,2,74.1
2278,2233,2,91.4
2278,2277,2,159.7
2279,2232,2,28.3
2280,2230,2,161.5
2280,2231,2,93.6
2281,2230,2,25.9
2282,2229,2,63.9
2282,2346,2,79.4
2282,6100,2,127.4
2283,2228,2,19.7
2284,2227,2,44.9
2285,2226,2,53.3
2286,2225,2,18.1
2287,2224,2,96.1
2288,6107,2,59.2
2288,7021,2,50.5
2288,7028,2,154.2
2289,2223,2,62.0
2290,2221,2,158.5
2290,2222,2,40.3
2291,2221,2,98.8
2292,2220,2,14.0
2292,2587,2,62.0
2292,2607,2,53.0
2293,2218,2,25.9
2294,2218,2,157.7
2295,2217,2,139.0
2295,2670,2,133.5
2295,2671,2,38.9
2295,2704,2,100.3
2296,2216,2,81.7
2297,2215,2,10.5
2298,1851,2,84.1
2298,1892,2,97.7
2298,2213,2,114.0
2299,2212,2,8.2
2300,2211,2,34.3
2301,2209,2,29.7
2301,2210,2,138.3
2302,1607,2,86.8
2302,2207,2,35.6
2302,2208,2,117.5
2302,2303,2,128.0
2302,3137,2,101.4
2303,1607,2,66.3
2303,2207,2,97.2
2303,2302,2,128.0
2303,3137,2,52.5
2304,2200,2,48.9
2305,2205,2,134.0
2305,2206,2,70.9
2305,2306,2,149.5
2306,2205,2,19.1
2306,2305,2,149.5
2307,2204,2,27.8
2308,2203,2,12.5
2309,2201,2,122.2
2309,2202,2,104.2
2309,8042,2,80.8
2309,8043,2,156.7
2309,8050,2,160.9
2311,3130,2,131.4
2312,2374,2,139.3
2313,2373,2,100.3
2314,2371,2,24.8
2317,2368,2,75.9
2318,2366,2,45.8
2319,2364,2,76.2
2320,2364,2,152.3
2321,2363,2,68.5
2322,2362,2,65.3
2323,2361,2,64.3
2324,2360,2,75.1
2325,2359,2,32.5
2326,471,2,143.6
2326,472,2,152.0
2326,511,2,150.4
2326,513,2,112.9
2326,2358,2,48.0
2328,1014,2,117.7
2328,2186,2,148.7
2328,4150,2,122.5
2329,2185,2,80.5
2330,2184,2,50.9
2331,465,2,55.6
2331,1029,2,61.0
2331,2357,2,98.4
2332,2355,2,139.9
2332,2356,2,19.5
2333,2355,2,74.7
2334,2354,2,30.7
2335,1352,2,60.8
2335,2353,2,22.4
2337,2352,2,147.4
2337,5313,2,112.5
2338,2351,2,96.8
2339,2350,2,63.5
2341,2348,2,41.2
2342,2347,2,26.1
2346,2229,2,103.7
2346,2282,2,79.4
2346,6100,2,73.0
2347,2342,2,26.1
2348,2341,2,41.2
2350,2339,2,63.5
2351,2338,2,96.8
2352,2337,2,147.4
2353,1352,2,72.5
2353,2335,2,22.4
2354,2334,2,30.7
2355,2332,2,139.9
2355,2333,2,74.7
2355,2356,2,132.6
2356,2332,2,19.5
2356,2355,2,132.6
2357,465,2,69.7
2357,1029,2,67.3
2357,2331,2,98.4
2358,472,2,105.3
2358,511,2,108.9
2358,513,2,123.4
2358,2326,2,48.0
2359,2325,2,32.5
2360,2324,2,75.1
2361,2323,2,64.3
2362,2322,2,65.3
2363,2321,2,68.5
2364,2319,2,76.2
2364,2320,2,152.3
2366,2318,2,45.8
2368,2317,2,75.9
2371,2314,2,24.8
2372,2031,2,102.3
2372,2597,2,119.4
2373,2313,2,100.3
2374,2312,2,139.3
2375,2410,2,28.6
2376,2408,2,112.9
2376,2409,2,109.2
2377,2407,2,122.0
2377,2408,2,159.6
2378,2405,2,155.7
2379,2405,2,90.3
2381,2403,2,24.8
2382,2402,2,12.7
2383,2400,2,40.7
2383,2401,2,71.0
2385,2399,2,47.0
2399,2385,2,47.0
2400,2383,2,40.7
2400,2401,2,110.6
2401,2383,2,71.0
2401,2400,2,110.6
2402,2382,2,12.7
2403,2381,2,24.8
2405,2378,2,155.7
2405,2379,2,90.3
2407,2377,2,122.0
2408,2376,2,112.9
2408,2377,2,159.6
2409,2376,2,109.2
2410,2375,2,28.6
2425,7020,2,9.4
2425,7029,2,120.8
2469,483,2,95.0
2469,500,2,75.6
2501,5353,2,159.3
2502,2235,2,147.7
2502,3214,2,89.6
2504,3217,2,35.8
2506,2578,2,75.7
2506,2620,2,64.1
2506,3210,2,28.1
2507,3209,2,60.1
2543,486,2,97.5
2543,497,2,106.5
2569,236,2,122.5
2569,1916,2,90.9
2569,2627,2,158.0
2569,2628,2,22.7
2570,2626,2,134.6
2571,2626,2,57.6
2572,2624,2,94.2
2573,2623,2,16.0
2574,2575,2,141.8
2574,2622,2,140.5
2575,2574,2,141.8
2575,2576,2,115.7
2575,2622,2,20.2
2576,2575,2,115.7
2576,2577,2,136.7
2576,2621,2,81.1
2576,2622,2,119.8
2577,2576,2,136.7
2577,2620,2,137.8
2577,2621,2,61.6
2578,2506,2,75.7
2578,2619,2,124.2
2578,2620,2,109.2
2578,3210,2,96.2
2579,2618,2,52.3
2580,2616,2,117.0
2580,2617,2,78.5
2581,601,2,42.6
2581,2616,2,102.1
2582,2615,2,44.7
2583,2614,2,40.4
2584,2613,2,53.0
2585,2609,2,157.1
2586,2608,2,34.3
2587,2220,2,70.8
2587,2292,2,62.0
2587,2607,2,83.4
2588,2606,2,17.9
2589,2605,2,43.0
2590,2604,2,55.8
2591,2603,2,28.3
2592,2602,2,26.8
2593,2601,2,89.0
2594,2600,2,81.3
2595,2599,2,66.2
2596,2598,2,102.8
2597,2031,2,151.8
2597,2372,2,119.4
2598,2596,2,102.8
2599,2595,2,66.2
2600,2594,2,81.3
2601,2593,2,89.0
2602,2592,2,26.8
2603,2591,2,28.3
2604,2590,2,55.8
2605,2589,2,43.0
2606,2588,2,17.9
2607,2220,2,41.7
2607,2292,2,53.0
2607,2587,2,83.4
2608,2586,2,34.3
2609,2585,2,157.1
2610,1935,2,75.6
2610,8306,2,158.5
2611,1934,2,13.4
2612,1908,2,148.1
2612,1933,2,26.2
2613,2584,2,53.0
2614,2583,2,40.4
2615,2582,2,44.7
2616,601,2,68.7
2616,2580,2,117.0
2616,2581,2,102.1
2617,2580,2,78.5
2618,2579,2,52.3
2619,2578,2,124.2
2620,2506,2,64.1
2620,2577,2,137.8
2620,2578,2,109.2
2620,3210,2,41.2
2621,2576,2,81.1
2621,2577,2,61.6
2622,2574,2,140.5
2622,2575,2,20.2
2622,2576,2,119.8
2623,2573,2,16.0
2624,2572,2,94.2
2624,2625,2,129.7
2625,2624,2,129.7
2626,2570,2,134.6
2626,2571,2,57.6
2627,2569,2,158.0
2628,236,2,122.4
2628,1916,2,78.8
2628,2569,2,22.7
2629,1790,2,117.8
2629,1825,2,145.9
2629,2634,2,153.6
2630,1915,2,75.0
2630,1927,2,69.2
2631,2655,2,21.5
2632,2656,2,26.7
2633,880,2,59.7
2634,1825,2,79.4
2634,2629,2,153.6
2635,309,2,161.2
2635,2636,2,156.6
2635,2653,2,151.6
2636,309,2,102.4
2636,2635,2,156.6
2636,2637,2,135.3
2637,1705,2,132.6
2637,1707,2,126.0
2637,2636,2,135.3
2638,1725,2,159.7
2638,2650,2,149.6
2638,5208,2,150.6
2639,345,2,159.6
2639,398,2,118.5
2639,5344,2,154.6
2642,2643,2,142.9
2642,2645,2,56.1
2643,1087,2,102.1
2643,2642,2,142.9
2643,2645,2,88.2
2644,1088,2,61.0
2645,2642,2,56.1
2645,2643,2,88.2
2646,1086,2,101.0
2648,344,2,115.8
2648,345,2,52.8
2648,398,2,116.6
2648,399,2,49.5
2650,1723,2,112.9
2650,2638,2,149.6
2651,1707,2,105.5
2653,2635,2,151.6
2654,1790,2,124.3
2654,1826,2,40.6
2655,2631,2,21.5
2656,2632,2,26.7
2657,2658,2,139.7
2657,2715,2,160.2
2657,8306,2,105.0
2658,2657,2,139.7
2658,2659,2,107.9
2658,2715,2,20.8
2659,2658,2,107.9
2659,2713,2,161.0
2659,2715,2,87.8
2660,2712,2,70.8
2660,2713,2,94.2
2662,2711,2,30.3
2664,2709,2,18.3
2664,2710,2,136.8
2665,2708,2,54.3
